param,value,instance,run,init_best,final_best,improvement,gens,evals
pc,1.0,tuneB_2,8,-668,-5,663,689,40022
pc,1.0,tuneB_2,9,-670,-43,627,689,40022
pc,1.0,tuneC_0,0,-701,-206,495,689,40022
pc,1.0,tuneC_0,1,-673,-175,498,689,40022
pc,1.0,tuneC_0,2,-682,-178,504,689,40022
pc,1.0,tuneC_0,3,-646,-185,461,689,40022
pc,1.0,tuneC_0,4,-679,-181,498,689,40022
pc,1.0,tuneC_0,5,-690,-173,517,689,40022
pc,1.0,tuneC_0,6,-663,-178,485,689,40022
pc,1.0,tuneC_0,7,-683,-205,478,689,40022
pc,1.0,tuneC_0,8,-678,-188,490,689,40022
pc,1.0,tuneC_0,9,-684,-169,515,689,40022
pc,1.0,tuneC_1,0,-699,-153,546,689,40022
pc,1.0,tuneC_1,1,-682,-127,555,689,40022
pc,1.0,tuneC_1,2,-702,-139,563,689,40022
pc,1.0,tuneC_1,3,-688,-167,521,689,40022
pc,1.0,tuneC_1,4,-706,-147,559,689,40022
pc,1.0,tuneC_1,5,-704,-167,537,689,40022
pc,1.0,tuneC_1,6,-708,-166,542,689,40022
pc,1.0,tuneC_1,7,-660,-151,509,689,40022
pc,1.0,tuneC_1,8,-684,-168,516,689,40022
pc,1.0,tuneC_1,9,-685,-173,512,689,40022
